Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Make.and.Model,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Occupants,Aircraft.Size,Destroyed.Flag
20181130X14057,Accident,ERA19FA059,2018-11-30,"Apalachicola, FL",United States,294549N,0085121W,AAF,Apalachicola Regional,CESSNA 210,Fatal,DESTROYED,Airplane,N3995Y,CESSNA,210,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,NAN,The pilot's controlled flight into terrain as a result of his spatial disorientation during departure in dark nighttime conditions.,25-09-2020,1.0,Small,1
20190114X05809,Accident,ERA19WA087,2018-11-30,"Sao Paulo, Brazil",Brazil,233032S,0463913W,SBMT,,CESSNA 210,Fatal,DESTROYED,Airplane,PR-JEE,CESSNA,210,No,1.0,RECIPROCATING,129,,NAN,,2.0,0.0,0.0,0.0,,NAN,,26-09-2020,2.0,Small,1
20181204X05247,Accident,WPR19LA035,2018-12-02,"Santa Rita,",United States,,,,,CESSNA 172P,Non-Fatal,SUBSTANTIAL,Airplane,N98884,CESSNA,172P,No,1.0,RECIPROCATING,091,,PERSONAL,Trend Vector Aviation International Inc,0.0,2.0,0.0,0.0,VMC,NAN,,25-09-2020,2.0,Small,0
20181204X03049,Accident,GAA19CA086,2018-12-03,"Reno, NV",United States,393932N,1195157W,RTS,RENO/STEAD,CESSNA 182,Non-Fatal,SUBSTANTIAL,Airplane,N9003M,CESSNA,182,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,IMC,NAN,"The airplane�s collision with a bird during a practice instrument approach.


",25-09-2020,2.0,Small,0
20181204X93009,Accident,GAA19CA087,2018-12-03,"Monroe, NC",United States,003513N,0803719W,EQY,CHARLOTTE-MONROE EXECUTIVE,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N65773,CESSNA,172,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Aerowood Aviation,0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot's improper landing flare, which resulted in a hard, bounced landing and nose landing gear collapse.  
",25-09-2020,1.0,Small,0
20181205X22156,Accident,CEN19WA040,2018-12-03,"Culiacan, Sinaloa-Mexico, Mexico",Mexico,245042N,1072550E,,"Culiacan, Sinaloa Mexico",CESSNA U206,Fatal,SUBSTANTIAL,Airplane,XB-NGU,CESSNA,U206,No,,NAN,NUSN,,PERSONAL,Jorge Ivan Joya de la Cruz,4.0,0.0,0.0,0.0,,NAN,,25-09-2020,4.0,Small,0
20181206X45049,Accident,GAA19CA088,2018-12-05,"Cornelia, GA",United States,342958N,0833326W,AJR,HABERSHAM COUNTY,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N839AL,PIPER,PA28,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,NAN,"The flight instructor's failure to maintain the runway heading during an attempted takeoff in gusting crosswind conditions, which resulted in a collision with trees.


",25-09-2020,2.0,Small,0
20181206X03743,Accident,WPR19LA039,2018-12-06,"Los Banos, CA",United States,037350N,1205211W,LSN,Los Banos Muni,BEECH 36,Non-Fatal,SUBSTANTIAL,Airplane,N361TC,BEECH,36,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,,25-09-2020,1.0,Small,0
20181212X94324,Accident,CEN19WA043,2018-12-07,"Spain, Spain",Spain,,,LECD,"Sabadell Airport, Spain",CESSNA 177,Fatal,DESTROYED,Airplane,D-ECGS,CESSNA,177,No,,NAN,UNK,,NAN,,2.0,0.0,0.0,0.0,,NAN,,25-09-2020,2.0,Small,1
20190318X13918,Accident,CEN19WA102,2018-12-10,"Beauberry, France",France,,,,,CIRRUS SR22,Fatal,SUBSTANTIAL,Airplane,F-HUGE,CIRRUS,SR22,No,,NAN,NUSN,,NAN,Aeroclub D Aeroports De Paris,3.0,0.0,0.0,0.0,,NAN,,26-09-2020,3.0,Small,0
20181212X03511,Accident,GAA19CA095,2018-12-12,"Chino, CA",United States,335831N,0117388W,CNO,CHINO,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N5800U,PIPER,PA28,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,NAN,"The flight instructor's failure to maintain directional control during landing.


",25-09-2020,2.0,Small,0
20181214X90303,Accident,GAA19CA096,2018-12-12,"Hartford, WI",United States,431949N,0881934W,HXF,Hartford Muni,BEECH 36,Non-Fatal,SUBSTANTIAL,Airplane,N6650M,BEECH,36,No,1.0,RECIPROCATING,091,,PERSONAL,Hangar50 Llc,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's exceedance of the airplane's critical angle of attack, which resulted in an aerodynamic stall and impact with terrain during landing in icing conditions. 
",25-09-2020,1.0,Small,0
20181213X45528,Accident,CEN19FA044,2018-12-13,"Valparaiso, IN",United States,041276N,0087016W,VPZ,Porter County Rgnl,PIPER PA24,Fatal,DESTROYED,Airplane,N6785P,PIPER,PA24,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,NAN,"The pilot's failure to maintain adequate airspeed during the initial climb after takeoff, which resulted in an exceedance of the airplane's critical angle of attack and a subsequent aerodynamic stall and spin.",25-09-2020,1.0,Small,1
20181217X13159,Accident,GAA19CA100,2018-12-14,"Tacoma, WA",United States,047165N,1223441W,TIW,Tacoma Narrows,CESSNA A185,Non-Fatal,SUBSTANTIAL,Airplane,N19EC,CESSNA,A185,No,1.0,RECIPROCATING,091,,PERSONAL,Blue Skies Aviation LLC,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's loss of directional control during the landing roll and his subsequent overapplication of left rudder, which resulted in the right wing impacting the runway. 

",25-09-2020,1.0,Small,0
20181217X25746,Accident,GAA19CA097,2018-12-15,"MORIARTY, NM",United States,345812N,0010600W,0E0,MORIARTY MUNI,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N188H,CESSNA,180,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's failure to see and avoid a parked glider while taxiing from the runway. 
",25-09-2020,1.0,Small,0
20181217X50247,Accident,CEN19LA046,2018-12-15,"Beaumont, KS",United States,373933N,0963140W,07S,Beaumont Hotel,CESSNA 120,Non-Fatal,SUBSTANTIAL,Airplane,N2496N,CESSNA,120,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,NAN,"The right brake being locked during the landing roll on the turf runway for reasons that could not be determined during postaccident examinations, which resulted in a noseover. 
",25-09-2020,2.0,Small,0
20181217X10943,Accident,GAA19CA098,2018-12-16,"Riggins, ID",United States,045351N,1154054W,PVT,Buffalo Hump (Concord) private,CESSNA 170,Non-Fatal,SUBSTANTIAL,Airplane,N4385B,CESSNA,170,No,1.0,RECIPROCATING,091,,POSITIONING,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's improper preflight performance planning and his subsequent failure to attain sufficient speed for the airplane to climb with a tailwind.
",25-09-2020,1.0,Small,0
20181217X22552,Accident,WPR19FA042,2018-12-17,"Aberdeen, ID",United States,425513N,1125341W,U36,ABERDEEN MUNI,PIPER PA-24-250,Fatal,SUBSTANTIAL,Airplane,N6283P,PIPER,PA-24-250,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,NAN,"The pilot's diverted attention during the takeoff climb due to a loss of engine power, which resulted in the airplane�s exceedance of the critical angle of attack and subsequent stall/spin.    
",19-11-2020,1.0,Small,0
20181217X40520,Accident,ERA19LA069,2018-12-17,"Bell Glade, FL",United States,026274N,0803216W,,,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N4886B,CESSNA,152,No,1.0,RECIPROCATING,091,,PERSONAL,Orange Wings Aviation Academy,0.0,0.0,0.0,2.0,VMC,NAN,"A partial loss of engine power due to the No. 1 cylinder's valve keeper becoming dislodged, which ultimately resulted in the intake valve becoming stuck in the valve guide and in the loss of compression to the cylinder.",25-09-2020,2.0,Small,0
20190212X72918,Accident,CEN19WA080,2018-12-18,"Toussus-Le-Noble, France",France,482722N,0013213E,LEPN,LEPN,CIRRUS SR22,Non-Fatal,DESTROYED,Airplane,N842CD,CIRRUS,SR22,No,,RECIPROCATING,NUSN,,NAN,,0.0,0.0,0.0,2.0,,NAN,,26-09-2020,2.0,Small,1
20181219X93901,Accident,GAA19CA102,2018-12-19,"Sedona, AZ",United States,345055N,1114718W,SEZ,Sedona,BEECH 36,Non-Fatal,SUBSTANTIAL,Airplane,N636M,BEECH,36,No,1.0,RECIPROCATING,091,,PERSONAL,636M LLC,0.0,0.0,0.0,3.0,VMC,NAN,"The pilot's failure to maintain the proper airspeed during landing, which resulted in the airplane landing too fast and too far down the runway to safely stop it. 
",25-09-2020,3.0,Small,0
20181219X11357,Accident,ERA19FA070,2018-12-20,"Blairsville, GA",United States,034519N,0084056W,DZJ,Blairsville,PIPER PA28,Fatal,SUBSTANTIAL,Airplane,N6143J,PIPER,PA28,No,1.0,RECIPROCATING,091,,PERSONAL,,3.0,0.0,1.0,0.0,VMC,NAN,The pilot's failure to maintain clearance from trees during a visual approach for landing in night visual meteorological conditions. Contributing to the accident was the pilot's lack of recent experience flying at night.,25-09-2020,4.0,Small,0
20181220X03836,Accident,ERA19LA072,2018-12-20,"Mayport, FL",United States,030242N,0081234W,,,PIPER PA46,Fatal,DESTROYED,Airplane,N307JM,PIPER,PA46,No,1.0,RECIPROCATING,091,,PERSONAL,,2.0,0.0,0.0,0.0,IMC,NAN,,25-09-2020,2.0,Small,1
20181221X93113,Accident,GAA19CA123,2018-12-20,"Center, TX",United States,031507N,0094926W,F17,CENTER MUNI,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N8487X,CESSNA,172,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,0.0,0.0,VMC,NAN,"The pilot's exceedance of the airplane's critical angle of attack during landing in gusting crosswind conditions, which resulted in an aerodynamic stall.


",26-09-2020,1.0,Small,0
20181223X85212,Accident,CEN19LA070,2018-12-21,"Abilene, TX",United States,321536N,0993359W,ABI,Abilene Regional Airport,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N254RA,CESSNA,172,No,1.0,RECIPROCATING,091,,AERIAL OBSERVATION,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's failure to see and avoid a cell tower wire during a pipeline patrol flight. Contributing to the accident was the pilot's distraction due to writing down observations about the pipeline while flying.
",26-09-2020,1.0,Small,0
20181223X92508,Accident,GAA19CA129,2018-12-21,"Marshall, TX",United States,323114N,0941828W,ASL,Harrison County,CESSNA 182,Non-Fatal,SUBSTANTIAL,Airplane,N23YR,CESSNA,182,No,1.0,RECIPROCATING,091,,PERSONAL,P R Parker Company Inc,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's failure to maintain directional control during landing. 
",26-09-2020,1.0,Small,0
20181222X04812,Accident,WPR19LA050,2018-12-23,"Santa Ana, CA",United States,334031N,0117528W,KSNA,John Wayne Airport,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N15321,PIPER,PA28,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,TRC Holdings,0.0,0.0,0.0,2.0,VMC,NAN,,26-09-2020,2.0,Small,0
20181223X04143,Accident,ANC19CA009,2018-12-23,"Big Lake, AK",United States,613215N,0149511W,,,CESSNA A185,Non-Fatal,SUBSTANTIAL,Airplane,N93018,CESSNA,A185,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,NAN,"The pilot's improper decision to land on a roadway during dark night conditions with inoperable landing and taxi lights, which resulted in an impact with a snow berm.
",26-09-2020,2.0,Small,0
20181227X23436,Accident,CEN19LA061,2018-12-23,"Norwood, CO",United States,038957N,1081821W,,Private Airstrip,CESSNA 182,Non-Fatal,SUBSTANTIAL,Airplane,N3120S,CESSNA,182,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,"The partial loss of engine power for undetermined reasons.
",05-05-2021,1.0,Small,0
20181226X85527,Accident,ERA19LA079,2018-12-24,"Fort Lauderdale, FL",United States,255434N,0080714W,,,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N3015E,CESSNA,172,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,,0.0,0.0,0.0,4.0,VMC,NAN,A total loss of engine power due to the fatigue fracture of the No. 2 exhaust rocker arm stud.,26-09-2020,4.0,Small,0
20181226X84625,Accident,CEN19LA049,2018-12-25,"Sioux Falls, SD",United States,043307N,0096423W,KFSD,Joe Foss Field Airport,BEECH 58,Fatal,DESTROYED,Airplane,N6745V,BEECH,58,No,2.0,RECIPROCATING,091,,PERSONAL,,2.0,0.0,0.0,0.0,IMC,NAN,"The pilot's failure to maintain adequate airspeed during the instrument approach which led to an aerodynamic stall.  
",03-12-2020,2.0,Small,1
20181228X04509,Accident,GAA19CA119,2018-12-27,"Sugar Land, TX",United States,293722N,0953924W,SGR,SUGAR LAND RGNL,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N17SJ,CESSNA,172,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Anson Air Llc,0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot's failure to maintain directional control during takeoff, which resulted in a runway excursion and impact with a sign.


",26-09-2020,1.0,Small,0
20181229X05600,Accident,GAA19CA111,2018-12-29,"Bend, OR",United States,044540N,0121121W,BDN,Bend Muni,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N7757C,CESSNA,180,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,0.0,3.0,VMC,NAN,"The pilot's failure to maintain directional control in gusting crosswind conditions.
",26-09-2020,4.0,Small,0
20181231X23238,Accident,CEN19LA064,2018-12-29,"Horseshoe Bay, TX",United States,303158N,0981925W,,,CESSNA 152,Non-Fatal,SUBSTANTIAL,Airplane,N6202M,CESSNA,152,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,2.0,0.0,0.0,VMC,NAN,"The pilot's inadequate preflight and in-flight fuel planning, which resulted in the total loss of engine power due to fuel exhaustion.
",26-09-2020,2.0,Small,0
20181231X83429,Accident,GAA19CA106,2018-12-30,"Caldwell, NJ",United States,405232N,0741642W,CDW,ESSEX COUNTY,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N2651R,CESSNA,172,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Air Fleet Training Systems Inc.,0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot's failure to maintain directional control during the takeoff roll.


",26-09-2020,1.0,Small,0
20190108X15022,Accident,WPR19LA060,2018-12-30,"San Diego, CA",United States,324857N,0117822W,KMYF,Montgomer-Gibbs Executive Airp,PIPER PA46,Non-Fatal,SUBSTANTIAL,Airplane,N4161X,PIPER,PA46,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,4.0,VMC,NAN,,26-09-2020,4.0,Small,0
20190102X85845,Accident,GAA19CA118,2019-01-02,"Appleton, MN",United States,451339N,0096016W,AQP,Appleton Muni,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N12181,CESSNA,172,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Wild River Flying Club Inc,0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot�s loss of directional control while landing on an ice-covered runway, which resulted in a loss of directional control, and his failure to attain sufficient airspeed during a subsequent aborted landing, which resulted in a nose-over.
",26-09-2020,1.0,Small,0
20190107X60530,Accident,WPR19LA055,2019-01-02,"Townsend, MT",United States,461721N,1113110W,,,CESSNA 180,Non-Fatal,SUBSTANTIAL,Airplane,N4934A,CESSNA,180,No,1.0,RECIPROCATING,091,,PERSONAL,Caleb Arnold,0.0,0.0,2.0,0.0,VMC,NAN,,26-09-2020,2.0,Small,0
20190104X82250,Accident,ERA19LA085,2019-01-03,"Wilkes-Barre, PA",United States,004100N,0007500W,WBW,Wilkes-Barre Wyoming Valley,PIPER PA24,Non-Fatal,SUBSTANTIAL,Airplane,N6872P,PIPER,PA24,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,,0.0,0.0,0.0,2.0,VMC,NAN,"The pilot/mechanic's improper installation and securing of the mixture control cable, which led to a simultaneous loss of total engine power and failure of the nose landing gear to fully extend when the cable caught on the nose landing gear assembly.",26-09-2020,2.0,Small,0
20210310102738,Incident,ENG21WA016,2019-01-03,"Lagos, Nigeria",Nigeria,,,,,BOEING 737,Non-Fatal,MINOR,Airplane,5N-AIS,BOEING,737,No,,NAN,NUSC,SCHD,NAN,Azman Air Services Limited,0.0,0.0,0.0,119.0,,NAN,,,119.0,Large,0
20190107X22748,Accident,GAA19CA127,2019-01-05,"Casa Grande, AZ",United States,325716N,1114556W,CGZ,Casa Grande Muni,LUSCOMBE 8,Non-Fatal,SUBSTANTIAL,Airplane,N71155,LUSCOMBE,8,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,1.0,0.0,VMC,NAN,"The pilot's failure to maintain yaw control and his exceedance of the airplane�s critical angle of attack during an aborted landing, which resulted in an aerodynamic stall.
",26-09-2020,2.0,Small,0
20190107X33741,Accident,CEN19LA059,2019-01-06,"Flint, MI",United States,042589N,0834519W,FNT,Bishop Intl,CESSNA T210,Non-Fatal,SUBSTANTIAL,Airplane,N1237M,CESSNA,T210,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,4.0,VMC,NAN,"The failure of the nose landing gear actuator hydraulic hose, which resulted in the loss of hydraulic fluid and hydraulic system pressure and a subsequent gear-up landing.",26-09-2020,4.0,Small,0
20190108X53436,Accident,WPR19WA059,2019-01-06,"Tooradin, Australia",Australia,381256S,1452525E,,,CESSNA 182,Non-Fatal,SUBSTANTIAL,Airplane,VH-DGF,CESSNA,182,No,1.0,RECIPROCATING,NUSN,,SKYDIVING,,0.0,0.0,0.0,5.0,,NAN,,26-09-2020,5.0,Small,0
20190122X30147,Accident,GAA19CA104,2019-01-06,"Bowling Green, OH",United States,412328N,0833749W,1G0,Wood County,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N282BG,PIPER,PA28,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,Bowling Green Flight Center LLC,0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot's failure to maintain directional control upon touchdown, which resulted in a runway excursion and impact with a ditch.  
",26-09-2020,1.0,Small,0
20190417X55930,Accident,WPR19WA113,2019-01-06,"Lanseria, South Africa",South Africa,255638S,0275518E,,,CIRRUS SR22,Non-Fatal,SUBSTANTIAL,Airplane,ZS-ARI,CIRRUS,SR22,No,,NAN,NUSN,,NAN,,0.0,0.0,0.0,2.0,,NAN,,26-09-2020,2.0,Small,0
20190108X15531,Accident,WPR19LA058,2019-01-07,"Colusa, CA",United States,039911N,0122112W,O08,COLUSA COUNTY,BEECH A36,Fatal,DESTROYED,Airplane,N100JB,BEECH,A36,No,1.0,TURBOPROP,091,,PERSONAL,,2.0,0.0,0.0,0.0,IMC,NAN,"The pilot's loss of airplane control due to spatial disorientation shortly after takeoff in instrument meteorological conditions.
",11-12-2020,2.0,Small,1
20190110X01449,Accident,CEN19WA052,2019-01-09,"Regil, Spain",Spain,432114N,0014716W,,,PIPER PA28R,Fatal,DESTROYED,Airplane,G-OARI,PIPER,PA28R,No,,NAN,NUSN,,PERSONAL,To Be Confirmed,2.0,0.0,0.0,0.0,,NAN,,26-09-2020,2.0,Small,1
20190111X94854,Accident,CEN19LA069,2019-01-10,"Port Lavaca, TX",United States,284012N,0964051W,PKV,CALHOUN COUNTY,CESSNA T210,Non-Fatal,SUBSTANTIAL,Airplane,N2391S,CESSNA,T210,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,NAN,"A total loss of engine power for reasons that could not be determined based on the available information.
",15-10-2021,2.0,Small,0
20190113X75353,Accident,WPR19LA063,2019-01-13,"Kingman, AZ",United States,003567N,1135310W,,,PIPER PA22,Fatal,SUBSTANTIAL,Airplane,N9227D,PIPER,PA22,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,1.0,0.0,UNK,NAN,"The student pilot's failure to secure the fuel caps, which led to the fuel being siphoned overboard, fuel exhaustion, and the total loss of engine power.
",02-02-2021,2.0,Small,0
20190113X82653,Accident,WPR19LA064,2019-01-13,"Port Hadlock, WA",United States,048232N,1224629W,0S9,Jefferson County International,BEECH 35,Non-Fatal,SUBSTANTIAL,Airplane,N5093C,BEECH,35,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,0.0,0.0,VMC,NAN,"A total loss of engine power due to fuel starvation and the pilot�s mismanagement of the available fuel.
",15-10-2021,1.0,Small,0
20190113X85423,Accident,CEN19LA066,2019-01-13,"Adrian, MI",United States,041524N,0084438W,ADG,Lenawee County Airport,PIPER PA-32R-300,Non-Fatal,SUBSTANTIAL,Airplane,N8892E,PIPER,PA-32R-300,No,1.0,RECIPROCATING,091,,PERSONAL,Pilot,0.0,2.0,0.0,0.0,VMC,NAN,"The airframe and powerplant mechanic's lack of experience in the overhaul of the engine model and the improper torque of the crankshaft gear bolt, which resulted in fatigue failure of the bolt and a total loss of engine power during an approach for landing.
 

",26-09-2020,2.0,Small,0
20190114X05720,Accident,CEN19LA053,2019-01-13,"Salem, SD",United States,043377N,0972252W,,,PIPER PA28,Fatal,SUBSTANTIAL,Airplane,N75191,PIPER,PA28,No,1.0,RECIPROCATING,091,,PERSONAL,,1.0,0.0,0.0,0.0,VMC,NAN,"The incapacitating effects of an acute myocardial infarction (heart attack), which resulted in the pilot's loss of airplane control and impact with terrain.",26-09-2020,1.0,Small,0
20190115X54005,Accident,WPR19LA065,2019-01-15,"Salt Lake City, UT",United States,403710N,1115934W,U42,South Valley Regional Airport,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N1697J,PIPER,PA28,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,,26-09-2020,1.0,Small,0
20190118X92207,Accident,CEN19LA055,2019-01-17,"Fredericksburg, TX",United States,301538N,0985425W,T82,Gillespie County Airport,BEECH 36,Fatal,DESTROYED,Airplane,N2021T,BEECH,36,No,1.0,RECIPROCATING,091,,PERSONAL,Big Fuga LLC,1.0,0.0,0.0,0.0,VMC,NAN,The loss of engine power due to fatigue failure of the crankshaft.,03-12-2020,1.0,Small,1
20190119X05628,Accident,CEN19LA071,2019-01-18,"Beechwood, WI",United States,453623N,0088633W,,,PIPER PA24,Non-Fatal,SUBSTANTIAL,Airplane,N6497P,PIPER,PA24,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,0.0,0.0,VMC,NAN,"A partial loss of engine power for reasons that could not be determined based on the available information. 
",15-10-2021,1.0,Small,0
20190119X83245,Accident,WPR19CA067,2019-01-19,"Chino, CA",United States,335831N,0117387W,CNO,Chino Airport,CHAMPION 7ECA,Non-Fatal,SUBSTANTIAL,Airplane,N11852,CHAMPION,7ECA,No,,RECIPROCATING,091,,PERSONAL,,0.0,2.0,0.0,0.0,VMC,NAN,"The pilot's loss of directional control while landing, which resulted in a ground loop. 
",26-09-2020,2.0,Small,0
20190121X01656,Accident,CEN19LA060,2019-01-19,"Keshena, WI",United States,445947N,0883613W,,,STINSON 108,Non-Fatal,SUBSTANTIAL,Airplane,N97969,STINSON,108,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,3.0,1.0,0.0,VMC,NAN,"A total loss of engine power during cruise flight for undetermined reasons, which resulted in a forced landing and subsequent impact with trees. 
",05-05-2021,4.0,Small,0
20190130X55313,Accident,GAA19CA122,2019-01-19,"MIAMI, FL",United States,253851N,0080260W,TMB,Miami Executive,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N734AY,CESSNA,172,No,1.0,RECIPROCATING,091,,INSTRUCTIONAL,PILOT TRAINING CENTER,0.0,0.0,0.0,1.0,VMC,NAN,"The student pilot's failure to control the airplane's speed and direction during the approach, which resulted in landing long, a runway excursion, and impact with a windsock. 
",26-09-2020,1.0,Small,0
20190121X12852,Accident,CEN19LA063,2019-01-20,"Aguilares, TX",United States,272654N,0099511W,,,CESSNA 172,Non-Fatal,SUBSTANTIAL,Airplane,N99308,CESSNA,172,No,1.0,RECIPROCATING,091,,AERIAL OBSERVATION,Skylens Llc,0.0,1.0,0.0,0.0,VMC,NAN,"The loss of engine power due to fuel starvation.
",26-09-2020,1.0,Small,0
20190122X60433,Accident,CEN19WA057,2019-01-21,"St. Peter Port, United Kingdom",United Kingdom,049412N,0023344W,,,PIPER PA46,Fatal,DESTROYED,Airplane,N264DB,PIPER,PA46,No,1.0,RECIPROCATING,NUSN,,NAN,,2.0,0.0,0.0,0.0,,NAN,,26-09-2020,2.0,Small,1
20190125X52719,Accident,ANC19LA011,2019-01-22,"Anchorage, AK",United States,605412N,0150949W,SXQ,Soldotna,PIPER PA-22-150,Non-Fatal,SUBSTANTIAL,Airplane,N7640D,PIPER,PA-22-150,No,1.0,RECIPROCATING,091,,PERSONAL,J & H Sewing & Vacuum Inc,0.0,1.0,0.0,0.0,VMC,NAN,"A loss of engine power due to oil starvation as the result of a loose B-nut fitting on the engine oil cooler, resulting in a forced landing to a soft, snow-covered surface, and a subsequent nose over.
",14-12-2021,1.0,Small,0
20190128X20852,Accident,ERA19LA083,2019-01-26,"Lexington, KY",United States,038314N,0843426W,LEX,BLUE GRASS,BEECH 35,Non-Fatal,SUBSTANTIAL,Airplane,N6136V,BEECH,35,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,2.0,VMC,NAN,,26-09-2020,2.0,Small,0
20190206X45444,Accident,GAA19CA131,2019-01-26,"Williamsburg, VA",United States,371421N,0764258W,JGG,Williamsburg-Jamestown,PIPER PA28,Non-Fatal,SUBSTANTIAL,Airplane,N6166W,PIPER,PA28,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's excessive brake application during the landing roll, which resulted in a runway excursion and collision with a drainage culvert. 
",26-09-2020,1.0,Small,0
20190127X23317,Accident,CEN19TA073,2019-01-27,"Fort Worth, TX",United States,324521N,0971752W,FTW,Fort Worth Meacham Internation,BEECH A36,Non-Fatal,SUBSTANTIAL,Airplane,N36PS,BEECH,A36,No,1.0,RECIPROCATING,091,,PERSONAL,,0.0,1.0,1.0,0.0,VMC,NAN,"The pilot's improper fuel management, which resulted in fuel starvation and a loss of engine power.
",26-09-2020,2.0,Small,0
20190129X14005,Accident,GAA19CA126,2019-01-27,"Selah, WA",United States,462645N,1202150W,PVT,Private Airstrip,CESSNA 170,Non-Fatal,SUBSTANTIAL,Airplane,N4087V,CESSNA,170,No,1.0,RECIPROCATING,091,,PERSONAL,James C. Bell,0.0,0.0,0.0,1.0,VMC,NAN,"The pilot's failure to use carburetor heat while operating in conditions conducive to carburetor icing, which resulted in a partial loss of engine power and a subsequent forced landing and impact with a fence. 
",26-09-2020,1.0,Small,0
